"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000002885",333,406,471,322,488,342
"ENSMUSG00000002897",1245,2020,2004,1154,1627,1182
"ENSMUSG00000002900",761,733,1159,383,637,929
"ENSMUSG00000002908",906,966,1624,873,1486,1027
"ENSMUSG00000002910",688,575,944,733,529,1006
"ENSMUSG00000002930",15,12,11,19,10,3
"ENSMUSG00000002944",27,35,46,17,32,37
"ENSMUSG00000002948",3290,3970,6015,2836,4375,3799
"ENSMUSG00000002949",1389,1703,2356,1185,1656,1577
"ENSMUSG00000002957",10082,11806,15985,8357,11504,12047
"ENSMUSG00000002963",459,705,782,457,592,541
"ENSMUSG00000002968",2923,3482,4475,2209,3420,3297
"ENSMUSG00000002980",744,910,986,615,1001,710
"ENSMUSG00000002981",7102,8530,11680,6106,8878,8391
"ENSMUSG00000002983",200,255,388,174,243,258
"ENSMUSG00000002984",1585,1868,2595,1365,1921,1788
"ENSMUSG00000002985",39041,46730,67853,39434,62823,54666
"ENSMUSG00000002992",1,0,0,0,1,0
"ENSMUSG00000002996",1486,1642,2260,1330,1757,1756
"ENSMUSG00000002997",3886,4027,5895,2736,3723,4612
"ENSMUSG00000003031",2329,2743,4021,2069,2781,2895
"ENSMUSG00000003032",447,477,733,240,444,461
"ENSMUSG00000003033",2199,2697,3266,1714,2363,2402
"ENSMUSG00000003037",1282,1454,1891,1055,1476,1399
"ENSMUSG00000003038",167,168,254,149,231,171
"ENSMUSG00000003039",3218,3812,4890,2777,3813,3525
"ENSMUSG00000003051",2,1,4,1,0,10
"ENSMUSG00000003053",0,0,0,0,0,0
"ENSMUSG00000003062",1249,1381,2009,1126,1398,1563
"ENSMUSG00000003068",2481,3129,4120,2064,3044,2866
"ENSMUSG00000003070",341,370,445,272,367,291
"ENSMUSG00000003072",6542,9052,11996,5915,8832,8204
"ENSMUSG00000003099",3172,4027,5057,2744,3768,3607
"ENSMUSG00000003119",1136,1463,1903,1035,1316,1421
"ENSMUSG00000003123",450,577,702,398,538,562
"ENSMUSG00000003131",10272,12697,17192,8546,11987,11971
"ENSMUSG00000003134",953,1014,1514,714,1052,1436
"ENSMUSG00000003135",1305,1684,2349,1138,1515,1575
"ENSMUSG00000003153",7540,9077,12618,6199,7489,9649
"ENSMUSG00000003154",2096,2570,3418,1850,2584,2472
"ENSMUSG00000003161",1780,1991,2927,1467,2204,2051
"ENSMUSG00000003166",4176,5162,6949,3550,5126,5088
"ENSMUSG00000003178",1057,1225,1645,904,1045,1481
"ENSMUSG00000003184",665,682,939,614,772,737
"ENSMUSG00000003190",35,49,46,38,77,53
"ENSMUSG00000003198",109,108,123,58,80,84
"ENSMUSG00000003199",1339,1743,2453,1271,1999,1670
"ENSMUSG00000003200",1452,1826,2404,1396,1689,1873
"ENSMUSG00000003206",17,56,65,21,42,25
"ENSMUSG00000003208",164,225,292,130,224,176
"ENSMUSG00000003226",7936,9284,12819,6995,8131,10433
"ENSMUSG00000003227",8,15,21,8,15,8
"ENSMUSG00000003228",304,337,564,288,538,373
"ENSMUSG00000003233",1484,1891,2425,1231,1691,1947
"ENSMUSG00000003234",2222,2881,3687,1954,2513,2645
"ENSMUSG00000003235",2029,2390,3321,1800,2447,2373
"ENSMUSG00000003269",2896,3648,5070,2424,3255,3468
"ENSMUSG00000003271",338,459,575,389,401,329
"ENSMUSG00000003273",5569,7334,8840,4409,6646,6667
"ENSMUSG00000003279",29640,34520,47194,24613,32194,35218
"ENSMUSG00000003282",308,244,360,267,273,311
"ENSMUSG00000003283",75,98,110,79,98,93
"ENSMUSG00000003299",754,984,1318,719,944,933
"ENSMUSG00000003308",2770,3515,4484,2317,3797,3300
"ENSMUSG00000003309",27,50,63,59,59,52
"ENSMUSG00000003316",12613,14481,19825,10722,14125,15303
"ENSMUSG00000003341",10,14,14,4,19,12
"ENSMUSG00000003344",3862,4478,5986,3184,4731,4447
"ENSMUSG00000003345",6584,8429,11361,6310,9931,8512
"ENSMUSG00000003346",6358,7212,10356,5541,8476,7449
"ENSMUSG00000003348",141,172,261,121,171,211
"ENSMUSG00000003352",13850,16859,21075,10325,16101,16202
"ENSMUSG00000003354",323,342,503,236,378,361
"ENSMUSG00000003355",31,23,31,23,30,33
"ENSMUSG00000003360",3202,3912,5027,2720,3665,3756
"ENSMUSG00000003363",24801,30254,40509,22740,31582,30080
"ENSMUSG00000003378",11282,13156,18025,9647,13731,13595
"ENSMUSG00000003379",11,3,5,6,5,10
"ENSMUSG00000003380",4135,5055,6901,3443,4966,4743
"ENSMUSG00000003382",1678,2295,3210,1629,2128,2471
"ENSMUSG00000003402",2487,3134,4201,2080,2996,3185
"ENSMUSG00000003410",14171,16394,22941,11907,17915,17394
"ENSMUSG00000003411",1553,1798,2766,1421,1696,2012
"ENSMUSG00000003418",160,207,293,137,249,186
"ENSMUSG00000003420",640,777,1170,691,1097,748
"ENSMUSG00000003421",1486,1795,2436,1274,1829,1818
"ENSMUSG00000003423",622,714,979,504,769,661
"ENSMUSG00000003429",192,240,381,180,358,245
"ENSMUSG00000003435",6274,7932,9749,5128,7174,7384
"ENSMUSG00000003436",27,42,59,26,60,38
"ENSMUSG00000003437",1525,1925,2413,1270,1665,1743
"ENSMUSG00000003438",811,984,1302,700,974,934
"ENSMUSG00000003444",67,99,124,79,96,98
"ENSMUSG00000003452",2346,2412,3652,2217,2691,2993
"ENSMUSG00000003458",2315,2713,3527,1815,2580,2707
"ENSMUSG00000003464",2869,3588,4881,2609,3578,3398
"ENSMUSG00000003469",30691,35828,44559,23532,34295,35882
"ENSMUSG00000003476",54,61,91,50,20,73
"ENSMUSG00000003477",7,3,8,16,11,6
"ENSMUSG00000003484",10,13,4,8,1,16
"ENSMUSG00000003500",2450,2883,3919,2018,2901,2792
"ENSMUSG00000003505",0,1,0,0,0,0
"ENSMUSG00000003518",8943,11031,16378,9026,12684,11191
"ENSMUSG00000003526",906,1134,1722,1022,1423,1273
"ENSMUSG00000003527",1032,1332,1681,879,1170,1352
"ENSMUSG00000003528",924,970,1450,738,1278,1051
"ENSMUSG00000003531",1335,1615,2231,1172,1752,1404
"ENSMUSG00000003534",3074,3271,5076,2703,4156,3247
"ENSMUSG00000003541",441,690,784,381,603,689
"ENSMUSG00000003545",2949,5759,5929,2074,1678,3202
"ENSMUSG00000003546",920,1158,1512,734,1093,1064
"ENSMUSG00000003549",483,511,676,349,470,535
"ENSMUSG00000003555",3,2,1,0,0,1
"ENSMUSG00000003559",321,411,690,382,601,401
"ENSMUSG00000003573",195,244,356,178,315,243
"ENSMUSG00000003575",14009,15185,19972,10710,16469,16234
"ENSMUSG00000003581",1004,1049,1409,803,1023,1055
"ENSMUSG00000003585",1580,2114,3117,1521,2041,2249
"ENSMUSG00000003604",367,470,612,268,510,414
"ENSMUSG00000003617",710,875,1375,510,628,1045
"ENSMUSG00000003623",1078,1152,1953,1114,1689,1636
"ENSMUSG00000003644",635,760,968,491,862,687
"ENSMUSG00000003657",451,551,714,419,460,424
"ENSMUSG00000003660",6307,7109,9426,4942,6513,7164
"ENSMUSG00000003662",1603,2111,2769,1461,1977,2012
"ENSMUSG00000003665",106,82,124,69,72,112
"ENSMUSG00000003680",446,424,563,301,489,439
"ENSMUSG00000003721",1644,2043,2926,1530,1896,2229
"ENSMUSG00000003731",5713,6766,9178,4976,7149,7076
"ENSMUSG00000003746",1243,1260,2001,1422,2091,1465
"ENSMUSG00000003752",737,1009,1212,646,751,950
"ENSMUSG00000003762",669,873,1063,648,873,769
"ENSMUSG00000003778",2464,3161,3897,1926,2633,2859
"ENSMUSG00000003779",77,82,120,66,124,90
"ENSMUSG00000003808",1080,1479,1894,969,1366,1456
"ENSMUSG00000003809",1052,1088,1421,941,977,1110
"ENSMUSG00000003810",6139,7760,10304,5524,8291,7366
"ENSMUSG00000003812",299,328,439,204,333,278
"ENSMUSG00000003813",1097,1380,1628,972,1254,1235
"ENSMUSG00000003814",9079,10913,15335,8554,11602,11784
"ENSMUSG00000003824",71,46,104,57,66,70
"ENSMUSG00000003847",7386,7532,10518,5597,7087,9013
"ENSMUSG00000003848",969,1286,1632,801,1146,1199
"ENSMUSG00000003849",116,141,234,115,170,188
"ENSMUSG00000003863",10438,12644,17609,8969,13855,12850
"ENSMUSG00000003865",867,956,1411,757,1024,914
"ENSMUSG00000003868",675,944,1153,655,922,836
"ENSMUSG00000003872",1243,1450,1909,1154,1594,1281
"ENSMUSG00000003873",909,1115,1473,878,1141,1062
"ENSMUSG00000003882",40,61,68,37,51,35
"ENSMUSG00000003923",1329,1534,2143,1146,1495,1573
"ENSMUSG00000003929",1618,1739,2362,1257,1742,1850
"ENSMUSG00000003934",3447,3656,6633,3396,5839,3852
"ENSMUSG00000003948",11078,12045,17642,9442,13701,13238
"ENSMUSG00000003949",15910,16362,23399,13025,19984,19320
"ENSMUSG00000003955",566,747,1082,496,839,755
"ENSMUSG00000003970",8800,11055,13956,7614,11541,9498
"ENSMUSG00000003974",2740,3194,4966,2934,4257,3223
"ENSMUSG00000003992",1226,1337,1695,904,1181,1246
"ENSMUSG00000004018",187,238,227,124,195,146
"ENSMUSG00000004031",6520,7112,9576,4824,6685,7218
"ENSMUSG00000004032",2358,3011,4375,2406,3424,3432
"ENSMUSG00000004035",449,425,608,328,523,378
"ENSMUSG00000004038",0,2,0,1,1,1
"ENSMUSG00000004040",2093,2251,3235,1639,2441,2639
"ENSMUSG00000004043",43,56,110,44,91,51
"ENSMUSG00000004044",1243,1486,1984,1148,1478,1774
"ENSMUSG00000004054",1267,1451,1997,1151,1739,1599
"ENSMUSG00000004056",663,916,1137,700,1036,908
"ENSMUSG00000004069",2465,3022,4017,2066,3048,2865
"ENSMUSG00000004070",1353,1862,2319,1218,1594,1761
"ENSMUSG00000004071",10215,12893,17365,9325,12745,12874
"ENSMUSG00000004085",372,462,689,316,577,557
"ENSMUSG00000004096",1091,1373,1939,966,1386,1352
"ENSMUSG00000004098",75,92,67,79,111,145
"ENSMUSG00000004099",2755,3303,4290,2266,2806,3008
"ENSMUSG00000004100",596,753,919,451,552,586
"ENSMUSG00000004105",205,173,320,146,218,130
"ENSMUSG00000004110",12928,13301,16953,10338,9137,16126
"ENSMUSG00000004113",8257,8499,11031,5602,6966,9035
"ENSMUSG00000004127",300,327,435,247,316,317
"ENSMUSG00000004151",915,868,1507,748,1278,818
"ENSMUSG00000004187",31246,33740,47402,25737,36076,34436
"ENSMUSG00000004207",67415,81045,113891,53293,80999,82321
"ENSMUSG00000004221",2057,2251,3094,1689,2239,2214
"ENSMUSG00000004231",24,20,31,6,26,23
"ENSMUSG00000004233",630,703,982,491,685,797
"ENSMUSG00000004263",13586,15987,21284,9539,15315,16153
"ENSMUSG00000004264",1712,2300,3030,1595,2186,2157
"ENSMUSG00000004266",63,89,124,74,88,60
"ENSMUSG00000004267",33803,41212,59155,28698,42710,40305
"ENSMUSG00000004268",697,986,1217,638,912,883
"ENSMUSG00000004270",560,624,890,428,592,610
"ENSMUSG00000004285",971,1452,1713,772,1288,1201
"ENSMUSG00000004296",2,1,3,0,3,0
"ENSMUSG00000004317",791,1089,1287,753,920,874
"ENSMUSG00000004319",10007,11271,16558,8560,11846,12671
"ENSMUSG00000004328",289,287,557,626,620,797
"ENSMUSG00000004341",2,4,11,6,26,81
"ENSMUSG00000004344",0,0,1,0,0,1
"ENSMUSG00000004347",255,285,559,261,465,468
"ENSMUSG00000004356",1199,1322,1723,1078,1323,1340
"ENSMUSG00000004359",0,0,3,0,0,3
"ENSMUSG00000004360",5951,6831,8283,4083,5827,7040
"ENSMUSG00000004364",5522,6268,8969,4521,6168,6657
"ENSMUSG00000004366",6821,8940,16303,7110,10543,9751
"ENSMUSG00000004371",7,4,13,6,11,9
"ENSMUSG00000004383",8175,9454,12482,6588,9425,8625
"ENSMUSG00000004393",1112,1369,1785,981,1312,1355
"ENSMUSG00000004394",1771,2363,3122,1640,2314,2293
"ENSMUSG00000004415",363,411,372,266,362,470
"ENSMUSG00000004446",348,355,526,263,463,368
"ENSMUSG00000004451",775,988,1385,857,1151,943
"ENSMUSG00000004455",251,364,430,202,248,352
"ENSMUSG00000004460",1489,1905,2468,1323,1889,2062
"ENSMUSG00000004462",614,634,878,504,715,704
"ENSMUSG00000004473",254,268,427,241,346,343
"ENSMUSG00000004500",609,562,875,492,672,679
"ENSMUSG00000004508",1243,1451,2206,1072,1650,1597
"ENSMUSG00000004530",2395,2887,4069,2108,3053,3090
"ENSMUSG00000004535",5228,6673,9042,4697,6420,6935
"ENSMUSG00000004540",0,0,1,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0
"ENSMUSG00000004552",8,10,22,17,13,9
"ENSMUSG00000004558",23716,28208,38983,24710,38385,30498
"ENSMUSG00000004561",1128,1424,1627,860,981,1397
"ENSMUSG00000004562",870,1093,1568,842,1101,1139
"ENSMUSG00000004565",3120,3681,3753,2423,3113,3510
"ENSMUSG00000004567",1929,2372,3322,1592,2448,2157
"ENSMUSG00000004568",2696,3013,4333,2418,3246,3429
"ENSMUSG00000004591",1326,1439,2045,1179,1567,1702
"ENSMUSG00000004609",250,276,328,157,242,196
"ENSMUSG00000004610",762,935,1269,732,1030,941
"ENSMUSG00000004612",3,3,5,3,4,1
"ENSMUSG00000004626",269,406,785,196,676,318
"ENSMUSG00000004630",11,9,23,30,12,14
"ENSMUSG00000004631",616,672,1020,502,685,736
"ENSMUSG00000004633",1230,1414,1917,1509,1422,906
"ENSMUSG00000004637",1245,1425,4003,1826,2002,1677
"ENSMUSG00000004642",268,305,393,203,245,250
"ENSMUSG00000004651",1,2,4,2,3,1
"ENSMUSG00000004654",2,1,0,2,1,2
"ENSMUSG00000004655",56,20,53,23,44,27
"ENSMUSG00000004661",526,732,921,358,395,678
"ENSMUSG00000004665",223,239,397,185,251,250
"ENSMUSG00000004667",1463,1996,2482,1282,1775,1778
"ENSMUSG00000004668",7,5,8,4,12,7
"ENSMUSG00000004677",3201,3552,4349,2714,3086,3575
"ENSMUSG00000004698",1777,1806,2606,1608,1750,1846
"ENSMUSG00000004707",29,34,55,7,13,20
"ENSMUSG00000004709",8,7,14,1,7,12
"ENSMUSG00000004730",282,305,380,168,313,268
"ENSMUSG00000004748",2457,3430,4248,2181,2952,3096
"ENSMUSG00000004768",1353,1640,2257,1128,1652,1751
"ENSMUSG00000004771",3553,4189,5813,3118,4329,4416
"ENSMUSG00000004788",870,1081,1464,790,1183,1083
"ENSMUSG00000004789",5135,6396,8428,4642,6232,6059
"ENSMUSG00000004791",86,76,134,73,126,65
"ENSMUSG00000004798",6329,7065,10109,5130,7386,7556
"ENSMUSG00000004814",6,6,15,3,6,3
"ENSMUSG00000004815",1859,2150,2875,1655,2099,2028
"ENSMUSG00000004821",0,0,0,0,0,0
"ENSMUSG00000004837",205,269,335,207,346,247
"ENSMUSG00000004842",1,0,0,0,1,3
"ENSMUSG00000004843",2107,2478,3576,1748,2562,2811
"ENSMUSG00000004846",1056,1267,1553,913,1155,1258
"ENSMUSG00000004849",7398,8951,13259,6621,10125,10983
"ENSMUSG00000004864",26,27,40,15,37,28
"ENSMUSG00000004865",2878,3778,4569,2480,3202,3432
"ENSMUSG00000004872",2,0,3,1,0,0
"ENSMUSG00000004880",593,762,1055,608,920,729
"ENSMUSG00000004885",92,106,165,56,65,163
"ENSMUSG00000004891",864,969,1095,584,882,652
"ENSMUSG00000004892",10683,12254,17766,9881,14525,13105
"ENSMUSG00000004894",747,918,1774,1083,1464,1056
"ENSMUSG00000004895",1950,2493,3204,1760,2227,2230
"ENSMUSG00000004896",1008,1420,1646,885,1041,1290
"ENSMUSG00000004897",5394,6716,8641,4689,6507,5751
"ENSMUSG00000004902",1886,2418,3609,2051,3099,2891
"ENSMUSG00000004929",1570,1925,2500,1470,1942,1919
"ENSMUSG00000004931",808,896,1161,688,882,976
"ENSMUSG00000004933",5483,6795,8413,4814,6308,6302
"ENSMUSG00000004934",963,1154,1497,821,1168,1137
"ENSMUSG00000004936",12368,13076,18426,8515,11999,14719
"ENSMUSG00000004937",4978,6255,8354,4368,6272,5816
"ENSMUSG00000004939",5,4,6,2,7,8
"ENSMUSG00000004945",1410,1774,2452,1242,1952,1738
"ENSMUSG00000004947",309,422,570,296,432,511
"ENSMUSG00000004948",2,2,3,3,5,1
"ENSMUSG00000004951",5,8,6,5,5,13
"ENSMUSG00000004952",253,261,427,212,367,305
"ENSMUSG00000004961",6072,8069,10325,5365,7629,6981
"ENSMUSG00000004980",8980,11969,14730,8593,9342,11410
"ENSMUSG00000004988",5,16,25,8,12,10
"ENSMUSG00000004994",440,468,576,315,437,382
"ENSMUSG00000004996",414,405,421,331,283,412
"ENSMUSG00000005034",28931,33700,45051,23022,29922,33354
"ENSMUSG00000005043",362,347,503,246,385,335
"ENSMUSG00000005045",15847,20133,26844,15253,20540,18432
"ENSMUSG00000005054",507,733,925,494,710,646
"ENSMUSG00000005057",280,321,354,256,267,327
"ENSMUSG00000005069",2474,3377,4156,2218,2690,2896
"ENSMUSG00000005078",1583,1899,2747,1415,1915,1998
"ENSMUSG00000005087",280,193,313,198,170,239
"ENSMUSG00000005089",147772,170616,285017,159313,254435,203215
"ENSMUSG00000005102",1175,1345,1578,867,1146,1298
"ENSMUSG00000005103",5954,7173,10200,5323,7211,6711
"ENSMUSG00000005107",29,38,62,19,38,33
"ENSMUSG00000005124",368,547,658,383,455,492
"ENSMUSG00000005125",2897,3066,5620,3268,5438,4035
"ENSMUSG00000005131",5,5,12,7,6,13
"ENSMUSG00000005142",2009,1968,2274,1501,1645,1823
"ENSMUSG00000005148",260,272,392,175,289,272
"ENSMUSG00000005150",467,679,887,416,608,604
"ENSMUSG00000005161",1833,1998,2170,1567,1596,1847
"ENSMUSG00000005198",5201,5941,7882,3706,5758,5983
"ENSMUSG00000005202",0,1,2,0,3,3
"ENSMUSG00000005204",1538,1926,2352,1239,1664,1759
"ENSMUSG00000005220",15,15,23,12,18,18
"ENSMUSG00000005225",763,842,1300,670,905,1032
"ENSMUSG00000005232",0,0,1,0,1,1
"ENSMUSG00000005233",26,31,32,17,25,30
"ENSMUSG00000005237",165,206,214,120,151,177
"ENSMUSG00000005251",7,19,28,12,19,16
"ENSMUSG00000005262",2165,2659,3409,1684,2246,2405
"ENSMUSG00000005267",632,763,1036,518,746,786
"ENSMUSG00000005268",41,17,38,16,34,32
"ENSMUSG00000005299",3959,4863,6217,3253,4576,4727
"ENSMUSG00000005312",9816,11809,16278,8272,11803,12199
"ENSMUSG00000005320",36,25,52,13,16,28
"ENSMUSG00000005338",22171,26512,37334,15617,21077,28830
"ENSMUSG00000005339",0,0,0,0,1,0
"ENSMUSG00000005354",3009,3720,4867,2664,3900,3303
"ENSMUSG00000005355",0,0,0,1,0,0
"ENSMUSG00000005357",410,531,589,295,371,413
"ENSMUSG00000005360",24815,28710,47118,25181,36697,31483
"ENSMUSG00000005362",2698,3187,4366,2278,3121,3311
"ENSMUSG00000005364",0,0,0,0,1,0
"ENSMUSG00000005370",826,944,1251,673,842,1006
"ENSMUSG00000005371",5566,6491,9072,4437,5926,7035
"ENSMUSG00000005373",145,203,211,104,221,141
"ENSMUSG00000005374",1516,1660,2332,1332,1829,1785
"ENSMUSG00000005378",433,586,751,422,500,539
"ENSMUSG00000005397",554,526,864,344,487,577
"ENSMUSG00000005410",264,287,354,224,273,258
"ENSMUSG00000005413",181,205,403,179,325,314
"ENSMUSG00000005417",18110,20699,27904,16030,20296,23629
"ENSMUSG00000005442",11027,12158,16853,9019,12409,13120
"ENSMUSG00000005447",272,433,468,261,372,290
"ENSMUSG00000005465",9,13,28,15,16,11
"ENSMUSG00000005469",6296,7862,11166,5406,8445,7179
"ENSMUSG00000005470",48,34,57,26,32,41
"ENSMUSG00000005474",0,0,0,0,0,1
"ENSMUSG00000005481",532,695,819,500,591,595
"ENSMUSG00000005483",3776,5288,6934,2967,3543,7166
"ENSMUSG00000005493",0,0,0,0,0,0
"ENSMUSG00000005501",892,1009,1172,710,908,871
"ENSMUSG00000005503",0,0,0,1,0,0
"ENSMUSG00000005505",405,502,622,334,457,473
"ENSMUSG00000005506",14134,15692,20190,10741,12820,16162
"ENSMUSG00000005510",205,282,381,201,257,243
"ENSMUSG00000005514",2330,2756,3979,2114,2963,3135
"ENSMUSG00000005533",1243,1395,1824,1118,1406,1681
"ENSMUSG00000005534",2593,3058,4602,2345,3478,3233
"ENSMUSG00000005540",95,125,100,61,49,102
"ENSMUSG00000005547",0,0,0,0,0,2
"ENSMUSG00000005553",10,34,20,14,34,9
"ENSMUSG00000005566",4754,5667,7266,3858,4967,5163
"ENSMUSG00000005575",2668,3350,4754,2414,3721,3310
"ENSMUSG00000005580",3881,4231,5419,3201,3918,4797
"ENSMUSG00000005583",42779,48497,58223,32409,37208,38618
"ENSMUSG00000005609",2077,2414,3329,1737,2343,2640
"ENSMUSG00000005610",20952,24781,36618,19422,27989,28147
"ENSMUSG00000005611",178,214,332,119,192,193
"ENSMUSG00000005615",1944,2393,3620,1780,2690,2710
"ENSMUSG00000005621",1894,2210,3138,1625,2238,2586
"ENSMUSG00000005625",2417,2892,3982,1919,2884,2790
"ENSMUSG00000005628",5,9,14,4,6,12
"ENSMUSG00000005640",31,44,35,12,17,37
"ENSMUSG00000005649",20,5,27,7,34,17
"ENSMUSG00000005656",1354,1528,2099,1102,1611,1676
"ENSMUSG00000005667",208,233,359,208,294,288
"ENSMUSG00000005672",2660,3030,4050,1923,2419,2869
"ENSMUSG00000005674",394,475,661,355,542,423
"ENSMUSG00000005677",128,152,201,137,154,140
"ENSMUSG00000005681",0,0,1,1,0,4
"ENSMUSG00000005682",1208,1471,1700,898,1169,1292
"ENSMUSG00000005683",10393,12007,17469,9279,12418,12298
"ENSMUSG00000005686",991,1201,1730,928,1371,1334
"ENSMUSG00000005687",1854,2413,2998,1663,2127,2309
"ENSMUSG00000005696",0,1,1,2,0,0
"ENSMUSG00000005698",3275,3899,5231,2731,3737,3834
"ENSMUSG00000005699",1015,1468,1966,994,1244,1242
"ENSMUSG00000005705",18,19,19,9,19,14
"ENSMUSG00000005716",1851,2817,4657,2130,3421,2583
"ENSMUSG00000005718",149,159,175,113,222,99
"ENSMUSG00000005732",819,1153,1492,760,1088,1064
"ENSMUSG00000005763",7,6,10,1,3,2
"ENSMUSG00000005774",758,849,1032,614,872,761
"ENSMUSG00000005779",3161,4251,5494,2742,3954,3769
"ENSMUSG00000005800",2,1,4,1,1,11
"ENSMUSG00000005802",4328,4915,6920,3711,4791,4685
"ENSMUSG00000005803",119,184,212,116,196,184
"ENSMUSG00000005804",1754,2203,2827,1488,2056,2243
"ENSMUSG00000005813",1812,2165,2861,1502,2036,2297
"ENSMUSG00000005823",822,1079,1201,705,1032,947
"ENSMUSG00000005824",0,0,2,1,0,3
"ENSMUSG00000005836",2,3,6,3,1,4
"ENSMUSG00000005846",1664,2176,2929,1451,1991,2001
"ENSMUSG00000005864",13,6,15,6,6,11
"ENSMUSG00000005871",18385,19538,32577,17899,30288,28567
"ENSMUSG00000005873",20276,24648,35005,16191,23005,24751
"ENSMUSG00000005881",1663,2095,2627,1231,1955,1941
"ENSMUSG00000005882",1106,1337,1881,953,1415,1306
"ENSMUSG00000005883",16,22,30,13,19,39
"ENSMUSG00000005886",6327,6939,9240,5144,6486,8226
"ENSMUSG00000005891",0,0,0,0,0,0
"ENSMUSG00000005892",65,52,139,35,65,66
"ENSMUSG00000005893",3216,3370,4714,2598,3424,3860
"ENSMUSG00000005897",450,528,671,317,439,435
"ENSMUSG00000005899",3429,4132,4676,2681,2947,3856
"ENSMUSG00000005907",958,1024,1379,792,919,1058
"ENSMUSG00000005917",475,572,611,364,417,394
"ENSMUSG00000005936",2279,2894,3728,1882,2461,2838
"ENSMUSG00000005947",5,8,15,10,16,11
"ENSMUSG00000005949",751,850,1078,592,828,870
"ENSMUSG00000005950",32,22,66,25,64,35
"ENSMUSG00000005951",179,192,263,167,215,178
"ENSMUSG00000005952",8,1,3,2,10,9
"ENSMUSG00000005958",1665,2385,2925,1530,1942,1771
"ENSMUSG00000005968",53,75,78,28,103,28
"ENSMUSG00000005973",971,981,1221,606,931,1004
"ENSMUSG00000005980",139,146,233,103,158,198
"ENSMUSG00000005981",2024,2585,3246,1792,2443,2287
"ENSMUSG00000005982",3141,3797,4867,2660,3538,3667
"ENSMUSG00000005983",145,198,195,120,203,170
"ENSMUSG00000005986",1997,2400,2910,1518,1961,2106
"ENSMUSG00000005994",5,0,10,0,7,3
"ENSMUSG00000006005",3937,4587,6284,3306,4171,4887
"ENSMUSG00000006007",0,3,1,1,2,0
"ENSMUSG00000006010",1609,1985,2894,1472,2161,2104
"ENSMUSG00000006014",146,129,407,105,105,374
"ENSMUSG00000006019",760,876,1074,601,881,843
"ENSMUSG00000006021",789,1021,1194,629,845,823
"ENSMUSG00000006024",9116,11335,14371,7283,10950,10280
"ENSMUSG00000006050",868,1210,1556,766,1033,1058
"ENSMUSG00000006056",0,0,0,0,0,0
"ENSMUSG00000006057",433,544,917,412,648,792
"ENSMUSG00000006058",384,509,608,334,433,423
"ENSMUSG00000006095",1715,2069,2752,1449,2167,1906
"ENSMUSG00000006127",2077,2424,3026,1569,2054,2165
"ENSMUSG00000006134",2173,2713,3906,2008,2751,3487
"ENSMUSG00000006143",5,9,14,5,3,5
"ENSMUSG00000006154",45,52,70,46,42,43
"ENSMUSG00000006169",2525,2915,4136,2139,2917,3455
"ENSMUSG00000006179",42,70,75,44,134,63
"ENSMUSG00000006191",426,497,658,344,494,470
"ENSMUSG00000006200",0,0,0,0,0,0
"ENSMUSG00000006204",0,0,2,1,1,1
"ENSMUSG00000006205",4921,6229,10027,5651,8001,8195
"ENSMUSG00000006215",1129,1468,2002,1050,1379,1482
"ENSMUSG00000006216",5,7,8,4,9,1
"ENSMUSG00000006218",94,129,172,70,148,117
"ENSMUSG00000006219",51,43,102,39,58,67
"ENSMUSG00000006221",25,35,43,19,23,22
"ENSMUSG00000006235",287,349,651,254,447,358
"ENSMUSG00000006241",430,414,543,258,311,412
"ENSMUSG00000006262",1702,1891,2632,1347,1853,2109
"ENSMUSG00000006269",1,3,4,5,4,10
"ENSMUSG00000006270",45,46,52,22,50,38
"ENSMUSG00000006273",29432,32550,44036,23625,29661,32745
"ENSMUSG00000006276",1851,2380,2982,1513,2064,2272
"ENSMUSG00000006281",312,372,472,249,466,329
"ENSMUSG00000006288",403,468,597,308,393,431
"ENSMUSG00000006289",193,224,231,134,196,203
"ENSMUSG00000006299",4370,5615,7277,3751,5228,5296
"ENSMUSG00000006301",1205,1400,2268,1237,2086,1344
"ENSMUSG00000006304",4531,5634,7540,4225,5322,5901
"ENSMUSG00000006307",3577,4309,5435,2809,3619,4243
