"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000003271",0,0,0,2,1,1
"ENSMUSG00000003273",1,4,2,19,5,1
"ENSMUSG00000003279",16,17,13,68,67,15
"ENSMUSG00000003282",0,1,1,0,1,0
"ENSMUSG00000003283",0,0,0,0,0,0
"ENSMUSG00000003299",0,1,0,2,1,1
"ENSMUSG00000003308",1,3,2,5,5,2
"ENSMUSG00000003309",0,0,0,0,0,0
"ENSMUSG00000003316",17,14,8,62,40,12
"ENSMUSG00000003341",0,0,0,0,0,0
"ENSMUSG00000003344",2,4,0,6,3,3
"ENSMUSG00000003345",7,4,8,11,16,6
"ENSMUSG00000003346",7,4,7,12,5,5
"ENSMUSG00000003348",1,2,1,3,1,2
"ENSMUSG00000003352",2,0,5,14,18,8
"ENSMUSG00000003354",0,0,0,1,1,0
"ENSMUSG00000003355",1,1,0,0,0,0
"ENSMUSG00000003360",2,1,2,11,8,3
"ENSMUSG00000003363",16,8,5,47,26,8
"ENSMUSG00000003378",9,8,1,18,17,3
"ENSMUSG00000003379",0,0,0,1,0,0
"ENSMUSG00000003380",212,227,151,246,223,196
"ENSMUSG00000003382",2,1,2,11,8,1
"ENSMUSG00000003402",2,3,2,4,7,2
"ENSMUSG00000003410",8,6,3,21,16,7
"ENSMUSG00000003411",1,0,4,2,2,2
"ENSMUSG00000003418",1,0,0,0,0,0
"ENSMUSG00000003420",1,2,0,2,3,1
"ENSMUSG00000003421",0,0,0,6,4,0
"ENSMUSG00000003423",0,0,2,2,1,1
"ENSMUSG00000003429",0,0,0,0,0,0
"ENSMUSG00000003435",5,5,9,12,8,5
"ENSMUSG00000003436",1,0,1,0,1,0
"ENSMUSG00000003437",1,3,2,3,2,0
"ENSMUSG00000003438",3,2,2,1,1,0
"ENSMUSG00000003444",0,0,0,1,0,0
"ENSMUSG00000003452",6,8,5,17,16,3
"ENSMUSG00000003458",5,3,4,9,10,3
"ENSMUSG00000003464",4,0,2,7,3,1
"ENSMUSG00000003469",11,10,8,53,40,7
"ENSMUSG00000003476",0,0,0,0,0,0
"ENSMUSG00000003477",0,0,0,0,1,0
"ENSMUSG00000003484",0,0,0,0,0,0
"ENSMUSG00000003500",0,3,0,5,6,4
"ENSMUSG00000003505",0,0,0,0,0,0
"ENSMUSG00000003518",6,8,3,26,20,3
"ENSMUSG00000003526",0,0,0,3,0,0
"ENSMUSG00000003527",0,0,1,4,0,1
"ENSMUSG00000003528",1,1,0,0,4,2
"ENSMUSG00000003531",0,1,0,6,2,2
"ENSMUSG00000003534",4,3,1,5,13,4
"ENSMUSG00000003541",0,2,0,2,1,1
"ENSMUSG00000003545",0,2,1,11,6,4
"ENSMUSG00000003546",1,1,0,0,2,0
"ENSMUSG00000003549",0,0,1,4,1,0
"ENSMUSG00000003555",0,0,0,0,0,0
"ENSMUSG00000003559",0,0,0,0,0,0
"ENSMUSG00000003573",2,0,0,1,0,0
"ENSMUSG00000003575",2,2,3,20,12,6
"ENSMUSG00000003581",2,3,2,4,5,1
"ENSMUSG00000003585",5,3,2,6,3,1
"ENSMUSG00000003604",1,2,0,3,4,0
"ENSMUSG00000003617",2,2,0,3,0,1
"ENSMUSG00000003623",2,7,3,6,0,5
"ENSMUSG00000003644",1,0,0,1,4,0
"ENSMUSG00000003657",1,0,0,1,1,0
"ENSMUSG00000003660",11,10,2,27,30,3
"ENSMUSG00000003662",4,3,2,9,3,5
"ENSMUSG00000003665",0,2,1,1,0,0
"ENSMUSG00000003680",3,1,1,0,4,3
"ENSMUSG00000003721",0,1,1,7,5,1
"ENSMUSG00000003731",8,4,0,23,26,7
"ENSMUSG00000003746",0,2,1,12,12,0
"ENSMUSG00000003752",0,1,0,1,0,0
"ENSMUSG00000003762",0,2,0,1,0,0
"ENSMUSG00000003778",1,3,3,3,11,1
"ENSMUSG00000003779",0,0,0,0,0,0
"ENSMUSG00000003808",3,5,3,3,10,2
"ENSMUSG00000003809",0,1,0,1,0,2
"ENSMUSG00000003810",9,6,1,18,12,6
"ENSMUSG00000003812",0,1,0,1,1,0
"ENSMUSG00000003813",1,0,0,3,3,1
"ENSMUSG00000003814",6,6,2,23,11,6
"ENSMUSG00000003824",0,0,0,0,0,0
"ENSMUSG00000003847",10,11,9,34,20,11
"ENSMUSG00000003848",2,0,0,3,2,0
"ENSMUSG00000003849",0,0,0,0,1,0
"ENSMUSG00000003863",8,0,3,7,15,4
"ENSMUSG00000003865",1,0,1,5,4,0
"ENSMUSG00000003868",1,2,0,0,1,0
"ENSMUSG00000003872",0,1,1,3,2,0
"ENSMUSG00000003873",0,0,1,2,0,0
"ENSMUSG00000003882",0,0,0,0,0,0
"ENSMUSG00000003923",2,2,1,4,5,5
"ENSMUSG00000003929",2,5,0,8,5,0
"ENSMUSG00000003934",2,0,2,6,1,2
"ENSMUSG00000003948",13,21,15,40,44,9
"ENSMUSG00000003949",16,16,8,28,47,11
"ENSMUSG00000003955",3,1,1,2,3,2
"ENSMUSG00000003970",3,2,2,8,9,1
"ENSMUSG00000003974",8,8,4,18,18,2
"ENSMUSG00000003992",0,3,0,6,4,1
"ENSMUSG00000004018",0,1,1,0,0,0
"ENSMUSG00000004031",6,6,7,23,15,8
"ENSMUSG00000004032",1,5,1,5,4,2
"ENSMUSG00000004035",0,1,0,0,1,0
"ENSMUSG00000004038",0,0,0,0,0,0
"ENSMUSG00000004040",1,3,1,9,6,2
"ENSMUSG00000004043",1,0,0,0,0,0
"ENSMUSG00000004044",1,1,2,6,2,1
"ENSMUSG00000004054",2,1,1,3,6,0
"ENSMUSG00000004056",0,2,0,2,3,0
"ENSMUSG00000004069",2,4,1,9,5,4
"ENSMUSG00000004070",11,7,0,4,9,1
"ENSMUSG00000004071",8,5,6,25,33,5
"ENSMUSG00000004085",2,0,0,1,1,0
"ENSMUSG00000004096",0,0,0,2,2,0
"ENSMUSG00000004098",1,2,0,1,0,1
"ENSMUSG00000004099",2,4,3,11,8,4
"ENSMUSG00000004100",0,0,0,0,1,0
"ENSMUSG00000004105",0,2,0,2,2,2
"ENSMUSG00000004110",20,17,17,67,43,18
"ENSMUSG00000004113",8,3,1,30,18,9
"ENSMUSG00000004127",0,0,0,1,0,0
"ENSMUSG00000004151",1,3,2,14,4,3
"ENSMUSG00000004187",11,6,9,20,13,12
"ENSMUSG00000004207",47,45,33,163,125,31
"ENSMUSG00000004221",2,0,3,5,14,1
"ENSMUSG00000004231",0,0,0,0,0,0
"ENSMUSG00000004233",0,0,3,2,2,0
"ENSMUSG00000004263",10,7,2,17,15,7
"ENSMUSG00000004264",4,4,5,9,8,4
"ENSMUSG00000004266",0,1,0,2,1,0
"ENSMUSG00000004267",21,15,14,65,82,17
"ENSMUSG00000004268",1,0,0,3,1,1
"ENSMUSG00000004270",0,2,0,1,1,0
"ENSMUSG00000004285",0,2,0,1,1,0
"ENSMUSG00000004296",0,0,0,0,0,0
"ENSMUSG00000004317",0,0,0,3,5,1
"ENSMUSG00000004319",10,15,10,31,44,17
"ENSMUSG00000004328",0,0,1,2,3,1
"ENSMUSG00000004341",0,0,0,0,0,0
"ENSMUSG00000004344",0,0,0,0,0,0
"ENSMUSG00000004347",3,2,0,0,1,2
"ENSMUSG00000004356",3,2,0,9,5,0
"ENSMUSG00000004359",0,0,0,0,0,0
"ENSMUSG00000004360",5,4,3,10,13,2
"ENSMUSG00000004364",4,6,7,25,19,11
"ENSMUSG00000004366",3,1,3,9,4,4
"ENSMUSG00000004371",0,0,0,0,0,0
"ENSMUSG00000004383",11,5,7,33,17,7
"ENSMUSG00000004393",0,1,2,5,3,1
"ENSMUSG00000004394",2,2,0,8,4,4
"ENSMUSG00000004415",0,1,0,0,0,0
"ENSMUSG00000004446",0,0,0,1,0,0
"ENSMUSG00000004451",0,0,1,3,2,0
"ENSMUSG00000004455",1,2,0,0,0,2
"ENSMUSG00000004460",4,1,0,6,4,1
"ENSMUSG00000004462",0,0,0,3,1,1
"ENSMUSG00000004473",1,3,1,5,3,4
"ENSMUSG00000004500",0,0,1,1,2,2
"ENSMUSG00000004508",1,2,0,3,0,1
"ENSMUSG00000004530",5,2,1,5,3,2
"ENSMUSG00000004535",2,8,2,21,19,6
"ENSMUSG00000004540",0,0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0
"ENSMUSG00000004552",0,0,1,0,1,0
"ENSMUSG00000004558",18,19,10,24,21,9
"ENSMUSG00000004561",0,0,0,1,0,0
"ENSMUSG00000004562",0,4,0,0,2,2
"ENSMUSG00000004565",1,4,2,11,4,2
"ENSMUSG00000004567",2,0,0,4,10,4
"ENSMUSG00000004568",3,3,0,5,6,1
"ENSMUSG00000004591",3,4,0,10,3,2
"ENSMUSG00000004609",0,0,0,0,0,0
"ENSMUSG00000004610",1,1,0,2,4,2
"ENSMUSG00000004612",0,0,0,0,1,0
"ENSMUSG00000004626",0,0,0,1,1,0
"ENSMUSG00000004630",0,0,0,0,0,0
"ENSMUSG00000004631",0,1,0,6,2,1
"ENSMUSG00000004633",2,6,1,7,5,1
"ENSMUSG00000004637",2,0,0,8,1,0
"ENSMUSG00000004642",0,1,0,2,1,0
"ENSMUSG00000004651",0,0,0,0,0,0
"ENSMUSG00000004654",0,0,0,0,0,0
"ENSMUSG00000004655",1,0,0,4,2,0
"ENSMUSG00000004661",0,0,0,3,2,2
"ENSMUSG00000004665",1,0,0,2,0,0
"ENSMUSG00000004667",2,5,1,6,5,0
"ENSMUSG00000004668",0,0,0,0,0,0
"ENSMUSG00000004677",1,0,1,6,3,0
"ENSMUSG00000004698",4,4,3,8,9,2
"ENSMUSG00000004707",0,0,0,0,0,0
"ENSMUSG00000004709",0,0,0,0,0,0
"ENSMUSG00000004730",0,1,0,2,0,1
"ENSMUSG00000004748",0,0,1,3,5,0
"ENSMUSG00000004768",4,1,3,11,6,4
"ENSMUSG00000004771",7,3,8,23,24,5
"ENSMUSG00000004788",0,0,0,2,1,0
"ENSMUSG00000004789",4,5,2,14,14,2
"ENSMUSG00000004791",0,0,0,0,0,0
"ENSMUSG00000004798",8,10,8,30,25,11
"ENSMUSG00000004814",0,0,0,0,0,0
"ENSMUSG00000004815",2,4,0,3,6,2
"ENSMUSG00000004821",0,0,0,0,0,0
"ENSMUSG00000004837",0,0,0,0,0,0
"ENSMUSG00000004842",0,0,0,0,0,0
"ENSMUSG00000004843",3,3,0,13,10,1
"ENSMUSG00000004846",1,0,1,5,1,0
"ENSMUSG00000004849",3,2,1,10,3,3
"ENSMUSG00000004864",0,0,0,0,0,0
"ENSMUSG00000004865",4,2,2,8,4,2
"ENSMUSG00000004872",0,0,0,0,1,0
"ENSMUSG00000004880",0,1,2,4,0,1
"ENSMUSG00000004885",0,1,0,0,0,0
"ENSMUSG00000004891",1,1,0,0,0,1
"ENSMUSG00000004892",2,1,0,5,4,2
"ENSMUSG00000004894",0,0,0,2,0,1
"ENSMUSG00000004895",2,1,0,3,0,2
"ENSMUSG00000004896",1,0,0,0,1,0
"ENSMUSG00000004897",2,5,1,10,4,4
"ENSMUSG00000004902",1,1,0,2,3,3
"ENSMUSG00000004929",0,4,1,6,2,1
"ENSMUSG00000004931",1,0,0,1,0,0
"ENSMUSG00000004933",3,2,2,4,6,1
"ENSMUSG00000004934",0,0,1,2,3,1
"ENSMUSG00000004936",7,7,3,13,21,6
"ENSMUSG00000004937",7,6,3,14,13,1
"ENSMUSG00000004939",1,0,0,0,0,0
"ENSMUSG00000004945",0,4,1,0,1,1
"ENSMUSG00000004947",0,1,0,3,3,0
"ENSMUSG00000004948",0,0,0,0,0,0
"ENSMUSG00000004951",0,0,0,0,0,0
"ENSMUSG00000004952",1,0,1,1,2,0
"ENSMUSG00000004961",7,4,0,10,9,2
"ENSMUSG00000004980",2,3,3,10,4,1
"ENSMUSG00000004988",0,0,0,0,0,0
"ENSMUSG00000004994",0,0,0,2,1,1
"ENSMUSG00000004996",2,1,0,0,1,0
"ENSMUSG00000005034",20,19,6,68,49,13
"ENSMUSG00000005043",3,1,0,1,0,1
"ENSMUSG00000005045",12,9,9,34,25,16
"ENSMUSG00000005054",2,0,1,1,0,1
"ENSMUSG00000005057",0,2,0,2,1,3
"ENSMUSG00000005069",4,1,1,11,6,4
"ENSMUSG00000005078",3,2,7,7,15,4
"ENSMUSG00000005087",1,0,0,2,1,0
"ENSMUSG00000005089",136,115,77,403,350,130
"ENSMUSG00000005102",0,2,1,5,1,0
"ENSMUSG00000005103",4,5,3,19,9,5
"ENSMUSG00000005107",0,0,0,0,0,0
"ENSMUSG00000005124",0,0,1,1,2,0
"ENSMUSG00000005125",4,4,0,5,5,1
"ENSMUSG00000005131",0,0,0,0,0,0
"ENSMUSG00000005142",4,2,2,6,2,3
"ENSMUSG00000005148",0,0,1,2,1,0
"ENSMUSG00000005150",1,2,0,1,2,0
"ENSMUSG00000005161",2,1,1,6,2,1
"ENSMUSG00000005198",5,10,8,29,14,7
"ENSMUSG00000005202",0,0,0,0,0,0
"ENSMUSG00000005204",0,0,2,3,3,1
"ENSMUSG00000005220",1,0,0,0,0,0
"ENSMUSG00000005225",3,0,1,6,3,0
"ENSMUSG00000005232",0,0,0,0,0,0
"ENSMUSG00000005233",0,0,0,0,0,0
"ENSMUSG00000005237",0,0,0,1,0,0
"ENSMUSG00000005251",0,0,0,0,0,0
"ENSMUSG00000005262",0,1,5,8,1,4
"ENSMUSG00000005267",4,1,1,3,1,2
"ENSMUSG00000005268",0,0,0,1,0,0
"ENSMUSG00000005299",2,4,1,16,8,2
"ENSMUSG00000005312",12,14,5,42,44,7
"ENSMUSG00000005320",0,0,0,0,0,0
"ENSMUSG00000005338",15,15,11,52,36,13
"ENSMUSG00000005339",0,0,0,0,0,0
"ENSMUSG00000005354",1,2,0,12,4,4
"ENSMUSG00000005355",0,0,0,0,0,0
"ENSMUSG00000005357",0,2,2,1,2,0
"ENSMUSG00000005360",2,5,3,26,10,7
"ENSMUSG00000005362",5,5,2,16,10,7
"ENSMUSG00000005364",0,0,0,0,0,0
"ENSMUSG00000005370",3,4,0,5,7,1
"ENSMUSG00000005371",6,9,3,23,18,12
"ENSMUSG00000005373",0,0,0,0,1,1
"ENSMUSG00000005374",1,0,0,1,4,2
"ENSMUSG00000005378",0,1,1,0,2,2
"ENSMUSG00000005397",2,0,1,6,0,1
"ENSMUSG00000005410",1,0,0,0,0,0
"ENSMUSG00000005413",2,0,0,1,1,0
"ENSMUSG00000005417",9,10,8,36,27,14
"ENSMUSG00000005442",8,7,5,17,15,9
"ENSMUSG00000005447",0,2,0,4,0,1
"ENSMUSG00000005465",0,0,0,1,0,0
"ENSMUSG00000005469",3,8,5,15,10,2
"ENSMUSG00000005470",0,0,0,0,0,0
"ENSMUSG00000005474",0,0,0,0,0,0
"ENSMUSG00000005481",0,3,4,1,2,1
"ENSMUSG00000005483",3,3,4,8,5,11
"ENSMUSG00000005493",0,0,0,0,0,0
"ENSMUSG00000005501",2,1,0,2,0,0
"ENSMUSG00000005503",0,0,0,0,0,0
"ENSMUSG00000005505",0,0,0,2,0,0
"ENSMUSG00000005506",6,8,5,29,17,8
"ENSMUSG00000005510",0,1,0,1,1,0
"ENSMUSG00000005514",2,5,2,15,9,8
"ENSMUSG00000005533",5,8,0,12,13,2
"ENSMUSG00000005534",5,6,4,11,7,8
"ENSMUSG00000005540",0,0,0,0,0,0
"ENSMUSG00000005547",0,0,0,0,0,0
"ENSMUSG00000005553",0,0,1,1,1,0
"ENSMUSG00000005566",5,7,6,7,12,3
"ENSMUSG00000005575",1,2,1,13,3,4
"ENSMUSG00000005580",5,3,1,16,4,6
"ENSMUSG00000005583",45,49,21,135,120,32
"ENSMUSG00000005609",0,0,0,7,10,1
"ENSMUSG00000005610",22,20,17,80,84,11
"ENSMUSG00000005611",0,0,0,0,2,0
"ENSMUSG00000005615",4,1,0,6,3,1
"ENSMUSG00000005621",0,2,1,5,2,2
"ENSMUSG00000005625",3,2,2,7,5,1
"ENSMUSG00000005628",0,0,0,0,1,0
"ENSMUSG00000005640",0,0,0,0,0,0
"ENSMUSG00000005649",0,0,0,0,1,0
"ENSMUSG00000005656",1,1,2,5,6,2
"ENSMUSG00000005667",0,0,0,0,0,0
"ENSMUSG00000005672",8,5,0,14,5,10
"ENSMUSG00000005674",0,0,0,0,0,1
"ENSMUSG00000005677",0,0,0,0,0,1
"ENSMUSG00000005681",0,0,0,0,0,0
"ENSMUSG00000005682",1,0,0,1,2,0
"ENSMUSG00000005683",6,4,4,24,21,6
"ENSMUSG00000005686",1,0,0,0,0,0
"ENSMUSG00000005687",2,2,2,11,9,1
"ENSMUSG00000005696",0,0,0,0,0,0
"ENSMUSG00000005698",3,4,3,4,6,3
"ENSMUSG00000005699",1,0,1,4,3,0
"ENSMUSG00000005705",0,0,0,0,0,0
"ENSMUSG00000005716",4,0,1,12,4,4
"ENSMUSG00000005718",0,0,1,1,0,1
"ENSMUSG00000005732",0,1,0,1,0,0
"ENSMUSG00000005763",1,0,0,0,0,0
"ENSMUSG00000005774",0,0,0,0,0,1
"ENSMUSG00000005779",4,7,1,13,7,3
"ENSMUSG00000005800",0,0,0,0,0,0
"ENSMUSG00000005802",6,5,9,14,12,3
"ENSMUSG00000005803",0,0,0,0,2,0
"ENSMUSG00000005804",5,0,3,5,8,1
"ENSMUSG00000005813",3,0,1,6,4,1
"ENSMUSG00000005823",0,1,1,2,0,1
"ENSMUSG00000005824",0,0,0,0,0,1
"ENSMUSG00000005836",0,0,0,0,0,0
"ENSMUSG00000005846",1,0,1,4,5,0
"ENSMUSG00000005864",0,0,0,0,0,0
"ENSMUSG00000005871",29,20,21,63,71,26
"ENSMUSG00000005873",17,19,15,46,54,16
"ENSMUSG00000005881",2,5,0,1,7,2
"ENSMUSG00000005882",2,1,1,7,0,0
"ENSMUSG00000005883",0,0,0,1,0,0
"ENSMUSG00000005886",4,8,7,21,8,6
"ENSMUSG00000005891",0,0,0,0,0,0
"ENSMUSG00000005892",0,0,0,0,0,0
"ENSMUSG00000005893",12,7,8,14,17,10
"ENSMUSG00000005897",0,1,1,1,0,1
"ENSMUSG00000005899",2,0,1,2,3,1
"ENSMUSG00000005907",0,1,0,7,5,0
"ENSMUSG00000005917",1,0,0,1,1,0
"ENSMUSG00000005936",4,2,1,8,4,1
"ENSMUSG00000005947",1,0,0,0,0,0
"ENSMUSG00000005949",0,2,3,2,0,1
"ENSMUSG00000005950",0,0,0,0,0,0
"ENSMUSG00000005951",1,1,0,1,2,0
"ENSMUSG00000005952",0,0,0,0,0,0
"ENSMUSG00000005958",0,2,1,9,6,4
"ENSMUSG00000005968",0,0,0,0,0,0
"ENSMUSG00000005973",0,0,0,2,1,0
"ENSMUSG00000005980",0,0,0,1,0,0
"ENSMUSG00000005981",1,1,1,6,2,2
"ENSMUSG00000005982",1,1,0,5,3,2
"ENSMUSG00000005983",0,1,0,1,1,1
"ENSMUSG00000005986",0,2,1,2,4,3
"ENSMUSG00000005994",0,0,0,0,0,0
"ENSMUSG00000006005",8,5,4,23,20,4
"ENSMUSG00000006007",0,0,0,0,0,0
"ENSMUSG00000006010",2,2,1,7,4,1
"ENSMUSG00000006014",1,0,0,3,3,1
"ENSMUSG00000006019",0,1,1,0,1,1
"ENSMUSG00000006021",0,1,2,2,1,0
"ENSMUSG00000006024",8,3,3,8,24,5
"ENSMUSG00000006050",1,0,0,6,4,0
"ENSMUSG00000006056",0,0,0,0,0,0
"ENSMUSG00000006057",1,2,0,1,0,0
"ENSMUSG00000006058",0,0,0,0,0,0
"ENSMUSG00000006095",2,0,2,5,2,1
"ENSMUSG00000006127",0,2,0,5,3,0
"ENSMUSG00000006134",4,6,4,7,15,4
"ENSMUSG00000006143",0,0,0,0,0,0
"ENSMUSG00000006154",1,0,0,0,0,0
"ENSMUSG00000006169",2,3,3,11,9,8
"ENSMUSG00000006179",0,0,0,0,0,0
"ENSMUSG00000006191",0,1,1,6,1,0
"ENSMUSG00000006200",0,0,0,0,0,0
"ENSMUSG00000006204",0,0,0,0,0,0
"ENSMUSG00000006205",2,1,0,4,5,5
"ENSMUSG00000006215",1,0,0,1,0,0
"ENSMUSG00000006216",0,0,0,0,0,0
"ENSMUSG00000006218",0,0,0,1,1,0
"ENSMUSG00000006219",0,0,0,0,0,0
"ENSMUSG00000006221",0,1,2,1,0,1
"ENSMUSG00000006235",0,0,0,1,0,0
"ENSMUSG00000006241",0,1,0,2,0,0
"ENSMUSG00000006262",7,2,3,7,4,3
"ENSMUSG00000006269",0,0,0,0,0,0
"ENSMUSG00000006270",0,0,0,0,0,0
"ENSMUSG00000006273",32,14,15,90,96,30
"ENSMUSG00000006276",1,0,0,4,5,0
"ENSMUSG00000006281",2,0,0,2,0,1
"ENSMUSG00000006288",0,0,0,1,0,3
"ENSMUSG00000006289",1,0,0,1,1,0
"ENSMUSG00000006299",3,4,4,21,25,6
"ENSMUSG00000006301",1,3,0,9,6,0
"ENSMUSG00000006304",2,4,3,16,8,1
"ENSMUSG00000006307",1,1,0,6,6,4
"ENSMUSG00000006310",0,0,0,0,0,0
"ENSMUSG00000006311",0,0,0,0,0,0
"ENSMUSG00000006313",0,0,0,0,0,0
"ENSMUSG00000006315",1,4,0,8,11,1
"ENSMUSG00000006333",2,1,2,7,9,2
"ENSMUSG00000006335",1,0,0,1,0,0
"ENSMUSG00000006342",3,0,0,2,5,1
"ENSMUSG00000006344",0,0,0,0,0,0
"ENSMUSG00000006345",0,0,0,0,0,0
"ENSMUSG00000006356",2,4,1,1,6,1
"ENSMUSG00000006360",0,1,0,0,0,0
"ENSMUSG00000006362",1,2,2,2,5,1
"ENSMUSG00000006369",2,0,0,4,2,1
"ENSMUSG00000006373",10,3,3,26,18,8
"ENSMUSG00000006378",1,3,1,1,3,1
"ENSMUSG00000006386",0,1,0,1,0,0
"ENSMUSG00000006389",0,0,1,0,0,0
"ENSMUSG00000006390",0,0,0,3,1,1
"ENSMUSG00000006392",0,1,1,0,2,0
"ENSMUSG00000006395",0,0,0,0,2,0
"ENSMUSG00000006398",0,0,1,0,0,0
"ENSMUSG00000006403",0,3,0,2,0,1
"ENSMUSG00000006411",0,0,0,1,1,1
"ENSMUSG00000006412",1,0,1,1,1,1
"ENSMUSG00000006418",2,3,5,2,4,2
"ENSMUSG00000006423",2,0,0,0,1,0
"ENSMUSG00000006435",4,3,5,20,13,4
"ENSMUSG00000006442",0,0,1,4,3,0
"ENSMUSG00000006445",2,1,0,0,0,0
"ENSMUSG00000006456",0,1,0,3,2,0
"ENSMUSG00000006457",1,1,0,1,1,1
"ENSMUSG00000006462",0,0,0,0,1,0
"ENSMUSG00000006463",2,0,2,4,3,0
"ENSMUSG00000006464",3,0,0,6,2,2
"ENSMUSG00000006469",0,0,0,0,0,0
"ENSMUSG00000006471",1,0,1,5,1,0
"ENSMUSG00000006476",8,9,5,19,16,12
"ENSMUSG00000006488",0,0,0,0,0,0
"ENSMUSG00000006490",0,0,0,0,0,0
"ENSMUSG00000006494",3,6,2,9,13,3
"ENSMUSG00000006498",0,0,0,1,1,0
"ENSMUSG00000006517",0,0,0,1,0,0
"ENSMUSG00000006519",0,0,0,0,0,0
"ENSMUSG00000006522",0,0,0,0,0,2
"ENSMUSG00000006526",1,0,0,3,4,0
"ENSMUSG00000006527",4,1,2,7,11,8
"ENSMUSG00000006529",0,0,0,0,0,0
"ENSMUSG00000006538",0,0,0,0,0,0
"ENSMUSG00000006542",0,0,0,0,0,0
"ENSMUSG00000006546",0,0,0,0,0,0
"ENSMUSG00000006567",0,0,0,0,0,1
"ENSMUSG00000006570",0,0,0,0,0,0
"ENSMUSG00000006574",0,0,0,2,1,1
"ENSMUSG00000006575",5,10,3,20,22,6
"ENSMUSG00000006576",9,5,1,11,13,4
"ENSMUSG00000006585",0,0,0,0,1,0
"ENSMUSG00000006586",6,2,3,4,11,2
"ENSMUSG00000006587",0,0,0,0,1,1
"ENSMUSG00000006589",1,1,1,4,1,1
"ENSMUSG00000006599",0,1,1,1,4,0
"ENSMUSG00000006611",0,1,0,1,0,0
"ENSMUSG00000006638",0,0,0,0,0,0
"ENSMUSG00000006641",2,0,0,1,2,0
"ENSMUSG00000006642",0,0,0,0,0,0
"ENSMUSG00000006649",0,0,0,0,0,0
"ENSMUSG00000006651",16,11,12,71,58,11
"ENSMUSG00000006673",3,2,10,14,13,5
"ENSMUSG00000006675",1,0,0,8,7,3
"ENSMUSG00000006676",3,3,2,8,12,2
"ENSMUSG00000006678",0,0,0,1,1,0
"ENSMUSG00000006699",3,1,5,6,12,1
"ENSMUSG00000006705",0,0,0,2,0,0
"ENSMUSG00000006711",4,1,2,4,6,3
"ENSMUSG00000006715",0,0,0,0,0,0
"ENSMUSG00000006717",4,5,2,3,4,0
"ENSMUSG00000006720",1,1,0,0,0,0
"ENSMUSG00000006724",0,0,0,0,0,0
"ENSMUSG00000006728",1,1,0,5,3,0
"ENSMUSG00000006731",4,8,3,15,19,6
"ENSMUSG00000006732",0,0,0,0,0,1
"ENSMUSG00000006736",1,1,0,2,4,3
"ENSMUSG00000006740",7,4,3,17,14,2
"ENSMUSG00000006763",2,0,3,5,2,2
"ENSMUSG00000006764",0,0,0,0,0,0
"ENSMUSG00000006777",0,0,0,0,0,0
"ENSMUSG00000006782",5,4,3,14,11,3
"ENSMUSG00000006784",0,0,0,0,0,1
"ENSMUSG00000006800",6,5,3,17,15,1
"ENSMUSG00000006818",8,17,9,52,41,5
"ENSMUSG00000006850",0,0,0,0,2,0
"ENSMUSG00000006906",3,3,6,4,4,1
"ENSMUSG00000006920",0,1,1,3,4,1
"ENSMUSG00000006930",2,1,1,7,14,4
"ENSMUSG00000006931",0,1,0,1,2,0
"ENSMUSG00000006932",14,15,8,47,33,14
"ENSMUSG00000006941",3,5,1,8,7,1
"ENSMUSG00000006948",0,0,0,0,0,0
"ENSMUSG00000006958",2,3,0,1,1,0
"ENSMUSG00000006998",1,2,0,3,2,0
"ENSMUSG00000007021",8,3,2,21,7,4
"ENSMUSG00000007029",0,2,0,3,2,3
"ENSMUSG00000007030",0,0,0,0,0,0
"ENSMUSG00000007033",0,0,1,0,0,0
"ENSMUSG00000007034",0,0,1,0,0,0
"ENSMUSG00000007035",0,0,0,0,0,0
"ENSMUSG00000007036",1,3,0,5,6,1
"ENSMUSG00000007038",1,0,1,2,7,1
"ENSMUSG00000007039",0,0,0,3,2,0
"ENSMUSG00000007041",0,1,0,2,0,3
"ENSMUSG00000007050",0,1,0,3,1,0
"ENSMUSG00000007080",0,0,0,0,0,1
"ENSMUSG00000007097",15,22,13,83,60,30
"ENSMUSG00000007107",0,0,0,0,0,0
"ENSMUSG00000007122",1,0,0,0,1,0
"ENSMUSG00000007207",6,6,4,15,8,4
"ENSMUSG00000007209",0,0,0,0,0,0
"ENSMUSG00000007216",0,0,0,0,0,0
"ENSMUSG00000007279",0,1,0,0,0,0
"ENSMUSG00000007338",0,1,1,5,2,1
"ENSMUSG00000007379",0,0,1,0,0,0
"ENSMUSG00000007411",1,5,3,7,9,1
"ENSMUSG00000007415",3,4,1,9,7,3
"ENSMUSG00000007440",11,12,6,44,26,9
"ENSMUSG00000007457",0,0,0,0,1,0
"ENSMUSG00000007458",1,0,0,2,2,0
"ENSMUSG00000007476",7,3,5,20,6,5
"ENSMUSG00000007480",0,0,0,0,0,0
"ENSMUSG00000007564",15,4,9,40,28,3
"ENSMUSG00000007570",0,1,0,1,2,0
"ENSMUSG00000007589",0,0,1,3,0,0
"ENSMUSG00000007591",0,0,0,0,0,0
"ENSMUSG00000007594",11,3,5,19,22,3
"ENSMUSG00000007603",0,0,0,4,0,2
"ENSMUSG00000007610",1,1,0,1,3,0
"ENSMUSG00000007613",4,5,3,6,2,3
"ENSMUSG00000007617",27,19,10,46,64,12
